student_name,grade_level,course_name,term,teacher_name,term_grade
Yara Williams,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,B
Yara Williams,4,Grade 4 Reading,Spring 2026,Renata Chen,B
Yara Williams,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,C
Yara Williams,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,B
Yara Williams,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,A
Yara Williams,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,D
Yara Williams,4,Grade 4 Science,Fall 2025,Hana Valdez,A
Yara Williams,4,Grade 4 Science,Spring 2026,Marisol Padilla,C
Yara Williams,4,Grade 4 Science,Fall 2026,Kenji Mendoza,A
Yara Williams,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,B
Yara Williams,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,B
Yara Williams,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,C
Yara Williams,4,Grade 4 Art,Fall 2025,Ana Tsosie,A
Yara Williams,4,Grade 4 Art,Spring 2026,Uriel Chavez,A
Yara Williams,4,Grade 4 Art,Fall 2026,Kaya Gomez,A
Daniel Velasquez,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,B
Daniel Velasquez,4,Grade 4 Reading,Spring 2026,Renata Chen,C
Daniel Velasquez,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,C
Daniel Velasquez,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,B
Daniel Velasquez,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,B
Daniel Velasquez,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,C
Daniel Velasquez,4,Grade 4 Science,Fall 2025,Hana Valdez,A
Daniel Velasquez,4,Grade 4 Science,Spring 2026,Marisol Padilla,B
Daniel Velasquez,4,Grade 4 Science,Fall 2026,Kenji Mendoza,A
Daniel Velasquez,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,D
Daniel Velasquez,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,A
Daniel Velasquez,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,B
Daniel Velasquez,4,Grade 4 Art,Fall 2025,Ana Tsosie,C
Daniel Velasquez,4,Grade 4 Art,Spring 2026,Uriel Chavez,B
Daniel Velasquez,4,Grade 4 Art,Fall 2026,Kaya Gomez,A
Samuel Castillo,6,Grade 6 Reading,Fall 2025,Hector Dominguez,A
Samuel Castillo,6,Grade 6 Reading,Spring 2026,Rosa Cruz,A
Samuel Castillo,6,Grade 6 Reading,Fall 2026,Marisol Padilla,D
Samuel Castillo,6,Grade 6 Mathematics,Fall 2025,Renata Chen,A
Samuel Castillo,6,Grade 6 Mathematics,Spring 2026,Xavier Torres,A
Samuel Castillo,6,Grade 6 Mathematics,Fall 2026,Ana Tsosie,D
Samuel Castillo,6,Grade 6 Science,Fall 2025,Renata Delgado,B
Samuel Castillo,6,Grade 6 Science,Spring 2026,Nadia Yazzie,C
Samuel Castillo,6,Grade 6 Science,Fall 2026,Xavier Torres,C
Samuel Castillo,6,Grade 6 Social Studies,Fall 2025,Nathan Foster,B
Samuel Castillo,6,Grade 6 Social Studies,Spring 2026,Nadia Yazzie,A
Samuel Castillo,6,Grade 6 Social Studies,Fall 2026,Hana Ortiz,B
Samuel Castillo,6,Grade 6 Art,Fall 2025,Tomas Bennett,D
Samuel Castillo,6,Grade 6 Art,Spring 2026,Aaliyah Chen,A
Samuel Castillo,6,Grade 6 Art,Fall 2026,Omar Ibarra,C
Carlos Rivera,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,B
Carlos Rivera,4,Grade 4 Reading,Spring 2026,Renata Chen,A
Carlos Rivera,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,B
Carlos Rivera,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,D
Carlos Rivera,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,B
Carlos Rivera,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,B
Carlos Rivera,4,Grade 4 Science,Fall 2025,Hana Valdez,D
Carlos Rivera,4,Grade 4 Science,Spring 2026,Marisol Padilla,A
Carlos Rivera,4,Grade 4 Science,Fall 2026,Kenji Mendoza,A
Carlos Rivera,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,A
Carlos Rivera,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,D
Carlos Rivera,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,A
Carlos Rivera,4,Grade 4 Art,Fall 2025,Ana Tsosie,B
Carlos Rivera,4,Grade 4 Art,Spring 2026,Uriel Chavez,D
Carlos Rivera,4,Grade 4 Art,Fall 2026,Kaya Gomez,A
Dolores Espinoza,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,D
Dolores Espinoza,4,Grade 4 Reading,Spring 2026,Renata Chen,A
Dolores Espinoza,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,C
Dolores Espinoza,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,D
Dolores Espinoza,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,B
Dolores Espinoza,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,C
Dolores Espinoza,4,Grade 4 Science,Fall 2025,Hana Valdez,B
Dolores Espinoza,4,Grade 4 Science,Spring 2026,Marisol Padilla,A
Dolores Espinoza,4,Grade 4 Science,Fall 2026,Kenji Mendoza,B
Dolores Espinoza,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,B
Dolores Espinoza,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,A
Dolores Espinoza,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,A
Dolores Espinoza,4,Grade 4 Art,Fall 2025,Ana Tsosie,C
Dolores Espinoza,4,Grade 4 Art,Spring 2026,Uriel Chavez,B
Dolores Espinoza,4,Grade 4 Art,Fall 2026,Kaya Gomez,A
Lucia Ramirez,0,Grade 0 Reading,Fall 2025,Marisol Perez,A
Lucia Ramirez,0,Grade 0 Reading,Spring 2026,Miguel Kim,B
Lucia Ramirez,0,Grade 0 Reading,Fall 2026,Felix Yazzie,A
Lucia Ramirez,0,Grade 0 Mathematics,Fall 2025,Jasmine Martinez,A
Lucia Ramirez,0,Grade 0 Mathematics,Spring 2026,Javier Silva,A
Lucia Ramirez,0,Grade 0 Mathematics,Fall 2026,Ana Silva,B
Lucia Ramirez,0,Grade 0 Science,Fall 2025,Adrian Velasquez,D
Lucia Ramirez,0,Grade 0 Science,Spring 2026,Valeria Cruz,C
Lucia Ramirez,0,Grade 0 Science,Fall 2026,Keisha Bell,B
Lucia Ramirez,0,Grade 0 Social Studies,Fall 2025,Ana Tsosie,A
Lucia Ramirez,0,Grade 0 Social Studies,Spring 2026,Hana Ortiz,B
Lucia Ramirez,0,Grade 0 Social Studies,Fall 2026,Beatriz Padilla,A
Rafael Bennett,0,Grade 0 Reading,Fall 2025,Marisol Perez,C
Rafael Bennett,0,Grade 0 Reading,Spring 2026,Miguel Kim,B
Rafael Bennett,0,Grade 0 Reading,Fall 2026,Felix Yazzie,B
Rafael Bennett,0,Grade 0 Mathematics,Fall 2025,Jasmine Martinez,A
Rafael Bennett,0,Grade 0 Mathematics,Spring 2026,Javier Silva,C
Rafael Bennett,0,Grade 0 Mathematics,Fall 2026,Ana Silva,C
Rafael Bennett,0,Grade 0 Science,Fall 2025,Adrian Velasquez,A
Rafael Bennett,0,Grade 0 Science,Spring 2026,Valeria Cruz,D
Rafael Bennett,0,Grade 0 Science,Fall 2026,Keisha Bell,C
Rafael Bennett,0,Grade 0 Social Studies,Fall 2025,Ana Tsosie,A
Rafael Bennett,0,Grade 0 Social Studies,Spring 2026,Hana Ortiz,C
Rafael Bennett,0,Grade 0 Social Studies,Fall 2026,Beatriz Padilla,A
Renata Delgado,7,Grade 7 Reading,Fall 2025,Renata Delgado,B
Renata Delgado,7,Grade 7 Reading,Spring 2026,Rosa Mendoza,B
Renata Delgado,7,Grade 7 Reading,Fall 2026,Hana Valdez,D
Renata Delgado,7,Grade 7 Mathematics,Fall 2025,Beatriz Padilla,B
Renata Delgado,7,Grade 7 Mathematics,Spring 2026,Wren Sanchez,B
Renata Delgado,7,Grade 7 Mathematics,Fall 2026,Nathan Foster,A
Renata Delgado,7,Grade 7 Science,Fall 2025,Miguel Kim,A
Renata Delgado,7,Grade 7 Science,Spring 2026,Aaliyah Chen,A
Renata Delgado,7,Grade 7 Science,Fall 2026,Keisha Bell,C
Renata Delgado,7,Grade 7 Social Studies,Fall 2025,Tomas Jimenez,B
Renata Delgado,7,Grade 7 Social Studies,Spring 2026,Beatriz Romero,A
Renata Delgado,7,Grade 7 Social Studies,Fall 2026,Renata Valdez,A
Renata Delgado,7,Grade 7 Art,Fall 2025,Kenji Gomez,A
Renata Delgado,7,Grade 7 Art,Spring 2026,Rosa Mendoza,A
Renata Delgado,7,Grade 7 Art,Fall 2026,Sebastian Gomez,A
Jasmine Acosta,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,F
Jasmine Acosta,4,Grade 4 Reading,Spring 2026,Renata Chen,B
Jasmine Acosta,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,B
Jasmine Acosta,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,B
Jasmine Acosta,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,D
Jasmine Acosta,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,B
Jasmine Acosta,4,Grade 4 Science,Fall 2025,Hana Valdez,C
Jasmine Acosta,4,Grade 4 Science,Spring 2026,Marisol Padilla,B
Jasmine Acosta,4,Grade 4 Science,Fall 2026,Kenji Mendoza,D
Jasmine Acosta,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,B
Jasmine Acosta,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,D
Jasmine Acosta,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,A
Jasmine Acosta,4,Grade 4 Art,Fall 2025,Ana Tsosie,A
Jasmine Acosta,4,Grade 4 Art,Spring 2026,Uriel Chavez,A
Jasmine Acosta,4,Grade 4 Art,Fall 2026,Kaya Gomez,C
Yusuf Kim,6,Grade 6 Reading,Fall 2025,Hector Dominguez,F
Yusuf Kim,6,Grade 6 Reading,Spring 2026,Rosa Cruz,B
Yusuf Kim,6,Grade 6 Reading,Fall 2026,Marisol Padilla,F
Yusuf Kim,6,Grade 6 Mathematics,Fall 2025,Renata Chen,B
Yusuf Kim,6,Grade 6 Mathematics,Spring 2026,Xavier Torres,B
Yusuf Kim,6,Grade 6 Mathematics,Fall 2026,Ana Tsosie,B
Yusuf Kim,6,Grade 6 Science,Fall 2025,Renata Delgado,A
Yusuf Kim,6,Grade 6 Science,Spring 2026,Nadia Yazzie,B
Yusuf Kim,6,Grade 6 Science,Fall 2026,Xavier Torres,A
Yusuf Kim,6,Grade 6 Social Studies,Fall 2025,Nathan Foster,A
Yusuf Kim,6,Grade 6 Social Studies,Spring 2026,Nadia Yazzie,B
Yusuf Kim,6,Grade 6 Social Studies,Fall 2026,Hana Ortiz,A
Yusuf Kim,6,Grade 6 Art,Fall 2025,Tomas Bennett,A
Yusuf Kim,6,Grade 6 Art,Spring 2026,Aaliyah Chen,B
Yusuf Kim,6,Grade 6 Art,Fall 2026,Omar Ibarra,B
Javier Salazar,7,Grade 7 Reading,Fall 2025,Renata Delgado,B
Javier Salazar,7,Grade 7 Reading,Spring 2026,Rosa Mendoza,A
Javier Salazar,7,Grade 7 Reading,Fall 2026,Hana Valdez,A
Javier Salazar,7,Grade 7 Mathematics,Fall 2025,Beatriz Padilla,D
Javier Salazar,7,Grade 7 Mathematics,Spring 2026,Wren Sanchez,B
Javier Salazar,7,Grade 7 Mathematics,Fall 2026,Nathan Foster,F
Javier Salazar,7,Grade 7 Science,Fall 2025,Miguel Kim,B
Javier Salazar,7,Grade 7 Science,Spring 2026,Aaliyah Chen,D
Javier Salazar,7,Grade 7 Science,Fall 2026,Keisha Bell,A
Javier Salazar,7,Grade 7 Social Studies,Fall 2025,Tomas Jimenez,C
Javier Salazar,7,Grade 7 Social Studies,Spring 2026,Beatriz Romero,B
Javier Salazar,7,Grade 7 Social Studies,Fall 2026,Renata Valdez,D
Javier Salazar,7,Grade 7 Art,Fall 2025,Kenji Gomez,B
Javier Salazar,7,Grade 7 Art,Spring 2026,Rosa Mendoza,B
Javier Salazar,7,Grade 7 Art,Fall 2026,Sebastian Gomez,A
Aaliyah Jimenez,1,Grade 1 Reading,Fall 2025,Paloma Jimenez,A
Aaliyah Jimenez,1,Grade 1 Reading,Spring 2026,Javier Silva,B
Aaliyah Jimenez,1,Grade 1 Reading,Fall 2026,Jasmine Silva,D
Aaliyah Jimenez,1,Grade 1 Mathematics,Fall 2025,Quentin Singh,D
Aaliyah Jimenez,1,Grade 1 Mathematics,Spring 2026,Samuel Williams,F
Aaliyah Jimenez,1,Grade 1 Mathematics,Fall 2026,Hector Santos,B
Aaliyah Jimenez,1,Grade 1 Science,Fall 2025,Hana Valdez,D
Aaliyah Jimenez,1,Grade 1 Science,Spring 2026,Nadia Yazzie,C
Aaliyah Jimenez,1,Grade 1 Science,Fall 2026,Rosa Mendoza,B
Aaliyah Jimenez,1,Grade 1 Social Studies,Fall 2025,Kenji Mendoza,C
Aaliyah Jimenez,1,Grade 1 Social Studies,Spring 2026,Tomas Jimenez,B
Aaliyah Jimenez,1,Grade 1 Social Studies,Fall 2026,Keisha Bell,B
Xavier Perez,3,Grade 3 Reading,Fall 2025,Sebastian Gomez,A
Xavier Perez,3,Grade 3 Reading,Spring 2026,Tomas Bennett,B
Xavier Perez,3,Grade 3 Reading,Fall 2026,Aaliyah Chen,C
Xavier Perez,3,Grade 3 Mathematics,Fall 2025,Gabriela Ramirez,A
Xavier Perez,3,Grade 3 Mathematics,Spring 2026,Adrian Ibarra,A
Xavier Perez,3,Grade 3 Mathematics,Fall 2026,Aaliyah Chen,A
Xavier Perez,3,Grade 3 Science,Fall 2025,Kenji Gomez,A
Xavier Perez,3,Grade 3 Science,Spring 2026,Uriel Yazzie,B
Xavier Perez,3,Grade 3 Science,Fall 2026,Rosa Cruz,C
Xavier Perez,3,Grade 3 Social Studies,Fall 2025,Tomas Bennett,B
Xavier Perez,3,Grade 3 Social Studies,Spring 2026,Beatriz Romero,C
Xavier Perez,3,Grade 3 Social Studies,Fall 2026,Andre Nguyen,A
Xavier Perez,3,Grade 3 Art,Fall 2025,Felix Yazzie,B
Xavier Perez,3,Grade 3 Art,Spring 2026,Xavier Torres,C
Xavier Perez,3,Grade 3 Art,Fall 2026,Beatriz Romero,B
Wren Silva,7,Grade 7 Reading,Fall 2025,Renata Delgado,A
Wren Silva,7,Grade 7 Reading,Spring 2026,Rosa Mendoza,B
Wren Silva,7,Grade 7 Reading,Fall 2026,Hana Valdez,B
Wren Silva,7,Grade 7 Mathematics,Fall 2025,Beatriz Padilla,C
Wren Silva,7,Grade 7 Mathematics,Spring 2026,Wren Sanchez,B
Wren Silva,7,Grade 7 Mathematics,Fall 2026,Nathan Foster,A
Wren Silva,7,Grade 7 Science,Fall 2025,Miguel Kim,C
Wren Silva,7,Grade 7 Science,Spring 2026,Aaliyah Chen,B
Wren Silva,7,Grade 7 Science,Fall 2026,Keisha Bell,C
Wren Silva,7,Grade 7 Social Studies,Fall 2025,Tomas Jimenez,B
Wren Silva,7,Grade 7 Social Studies,Spring 2026,Beatriz Romero,A
Wren Silva,7,Grade 7 Social Studies,Fall 2026,Renata Valdez,A
Wren Silva,7,Grade 7 Art,Fall 2025,Kenji Gomez,B
Wren Silva,7,Grade 7 Art,Spring 2026,Rosa Mendoza,B
Wren Silva,7,Grade 7 Art,Fall 2026,Sebastian Gomez,D
Lena Vasquez,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,B
Lena Vasquez,4,Grade 4 Reading,Spring 2026,Renata Chen,A
Lena Vasquez,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,C
Lena Vasquez,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,B
Lena Vasquez,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,B
Lena Vasquez,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,A
Lena Vasquez,4,Grade 4 Science,Fall 2025,Hana Valdez,A
Lena Vasquez,4,Grade 4 Science,Spring 2026,Marisol Padilla,A
Lena Vasquez,4,Grade 4 Science,Fall 2026,Kenji Mendoza,F
Lena Vasquez,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,A
Lena Vasquez,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,B
Lena Vasquez,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,A
Lena Vasquez,4,Grade 4 Art,Fall 2025,Ana Tsosie,D
Lena Vasquez,4,Grade 4 Art,Spring 2026,Uriel Chavez,F
Lena Vasquez,4,Grade 4 Art,Fall 2026,Kaya Gomez,A
Adrian Morales,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,A
Adrian Morales,4,Grade 4 Reading,Spring 2026,Renata Chen,A
Adrian Morales,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,A
Adrian Morales,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,D
Adrian Morales,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,A
Adrian Morales,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,D
Adrian Morales,4,Grade 4 Science,Fall 2025,Hana Valdez,B
Adrian Morales,4,Grade 4 Science,Spring 2026,Marisol Padilla,B
Adrian Morales,4,Grade 4 Science,Fall 2026,Kenji Mendoza,B
Adrian Morales,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,D
Adrian Morales,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,B
Adrian Morales,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,C
Adrian Morales,4,Grade 4 Art,Fall 2025,Ana Tsosie,C
Adrian Morales,4,Grade 4 Art,Spring 2026,Uriel Chavez,A
Adrian Morales,4,Grade 4 Art,Fall 2026,Kaya Gomez,D
Omar Ibarra,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,F
Omar Ibarra,4,Grade 4 Reading,Spring 2026,Renata Chen,D
Omar Ibarra,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,A
Omar Ibarra,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,A
Omar Ibarra,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,A
Omar Ibarra,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,A
Omar Ibarra,4,Grade 4 Science,Fall 2025,Hana Valdez,D
Omar Ibarra,4,Grade 4 Science,Spring 2026,Marisol Padilla,B
Omar Ibarra,4,Grade 4 Science,Fall 2026,Kenji Mendoza,D
Omar Ibarra,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,C
Omar Ibarra,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,C
Omar Ibarra,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,A
Omar Ibarra,4,Grade 4 Art,Fall 2025,Ana Tsosie,A
Omar Ibarra,4,Grade 4 Art,Spring 2026,Uriel Chavez,A
Omar Ibarra,4,Grade 4 Art,Fall 2026,Kaya Gomez,B
Yara Delgado,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,C
Yara Delgado,5,Grade 5 Reading,Spring 2026,Felix Yazzie,B
Yara Delgado,5,Grade 5 Reading,Fall 2026,Xavier Torres,C
Yara Delgado,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,B
Yara Delgado,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,C
Yara Delgado,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,C
Yara Delgado,5,Grade 5 Science,Fall 2025,Beatriz Padilla,B
Yara Delgado,5,Grade 5 Science,Spring 2026,Aaliyah Chen,A
Yara Delgado,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,B
Yara Delgado,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,A
Yara Delgado,5,Grade 5 Social Studies,Spring 2026,Javier Patel,A
Yara Delgado,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,A
Yara Delgado,5,Grade 5 Art,Fall 2025,Hector Vasquez,C
Yara Delgado,5,Grade 5 Art,Spring 2026,Rosa Cruz,B
Yara Delgado,5,Grade 5 Art,Fall 2026,Jasmine Silva,A
Javier Vasquez,3,Grade 3 Reading,Fall 2025,Sebastian Gomez,B
Javier Vasquez,3,Grade 3 Reading,Spring 2026,Tomas Bennett,C
Javier Vasquez,3,Grade 3 Reading,Fall 2026,Aaliyah Chen,A
Javier Vasquez,3,Grade 3 Mathematics,Fall 2025,Gabriela Ramirez,A
Javier Vasquez,3,Grade 3 Mathematics,Spring 2026,Adrian Ibarra,C
Javier Vasquez,3,Grade 3 Mathematics,Fall 2026,Aaliyah Chen,C
Javier Vasquez,3,Grade 3 Science,Fall 2025,Kenji Gomez,D
Javier Vasquez,3,Grade 3 Science,Spring 2026,Uriel Yazzie,B
Javier Vasquez,3,Grade 3 Science,Fall 2026,Rosa Cruz,C
Javier Vasquez,3,Grade 3 Social Studies,Fall 2025,Tomas Bennett,B
Javier Vasquez,3,Grade 3 Social Studies,Spring 2026,Beatriz Romero,B
Javier Vasquez,3,Grade 3 Social Studies,Fall 2026,Andre Nguyen,B
Javier Vasquez,3,Grade 3 Art,Fall 2025,Felix Yazzie,C
Javier Vasquez,3,Grade 3 Art,Spring 2026,Xavier Torres,A
Javier Vasquez,3,Grade 3 Art,Fall 2026,Beatriz Romero,B
Zoe Delgado,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,B
Zoe Delgado,5,Grade 5 Reading,Spring 2026,Felix Yazzie,B
Zoe Delgado,5,Grade 5 Reading,Fall 2026,Xavier Torres,B
Zoe Delgado,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,B
Zoe Delgado,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,B
Zoe Delgado,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,D
Zoe Delgado,5,Grade 5 Science,Fall 2025,Beatriz Padilla,B
Zoe Delgado,5,Grade 5 Science,Spring 2026,Aaliyah Chen,C
Zoe Delgado,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,B
Zoe Delgado,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,C
Zoe Delgado,5,Grade 5 Social Studies,Spring 2026,Javier Patel,B
Zoe Delgado,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,B
Zoe Delgado,5,Grade 5 Art,Fall 2025,Hector Vasquez,B
Zoe Delgado,5,Grade 5 Art,Spring 2026,Rosa Cruz,A
Zoe Delgado,5,Grade 5 Art,Fall 2026,Jasmine Silva,B
Leon Hernandez,2,Grade 2 Reading,Fall 2025,Jasmine Martinez,B
Leon Hernandez,2,Grade 2 Reading,Spring 2026,Aaliyah Chen,C
Leon Hernandez,2,Grade 2 Reading,Fall 2026,Ana Tsosie,C
Leon Hernandez,2,Grade 2 Mathematics,Fall 2025,Marisol Padilla,C
Leon Hernandez,2,Grade 2 Mathematics,Spring 2026,Marisol Padilla,C
Leon Hernandez,2,Grade 2 Mathematics,Fall 2026,Kaya Cruz,A
Leon Hernandez,2,Grade 2 Science,Fall 2025,Ana Tsosie,C
Leon Hernandez,2,Grade 2 Science,Spring 2026,Valeria Cruz,C
Leon Hernandez,2,Grade 2 Science,Fall 2026,Nadia Yazzie,B
Leon Hernandez,2,Grade 2 Social Studies,Fall 2025,Renata Chen,A
Leon Hernandez,2,Grade 2 Social Studies,Spring 2026,Nadia Gutierrez,A
Leon Hernandez,2,Grade 2 Social Studies,Fall 2026,Felix Nguyen,C
Isaac Padilla,6,Grade 6 Reading,Fall 2025,Hector Dominguez,B
Isaac Padilla,6,Grade 6 Reading,Spring 2026,Rosa Cruz,C
Isaac Padilla,6,Grade 6 Reading,Fall 2026,Marisol Padilla,A
Isaac Padilla,6,Grade 6 Mathematics,Fall 2025,Renata Chen,C
Isaac Padilla,6,Grade 6 Mathematics,Spring 2026,Xavier Torres,A
Isaac Padilla,6,Grade 6 Mathematics,Fall 2026,Ana Tsosie,B
Isaac Padilla,6,Grade 6 Science,Fall 2025,Renata Delgado,C
Isaac Padilla,6,Grade 6 Science,Spring 2026,Nadia Yazzie,B
Isaac Padilla,6,Grade 6 Science,Fall 2026,Xavier Torres,A
Isaac Padilla,6,Grade 6 Social Studies,Fall 2025,Nathan Foster,A
Isaac Padilla,6,Grade 6 Social Studies,Spring 2026,Nadia Yazzie,A
Isaac Padilla,6,Grade 6 Social Studies,Fall 2026,Hana Ortiz,F
Isaac Padilla,6,Grade 6 Art,Fall 2025,Tomas Bennett,D
Isaac Padilla,6,Grade 6 Art,Spring 2026,Aaliyah Chen,A
Isaac Padilla,6,Grade 6 Art,Fall 2026,Omar Ibarra,C
Celeste Foster,5,Grade 5 Reading,Fall 2025,Tomas Jimenez,D
Celeste Foster,5,Grade 5 Reading,Spring 2026,Felix Yazzie,A
Celeste Foster,5,Grade 5 Reading,Fall 2026,Xavier Torres,B
Celeste Foster,5,Grade 5 Mathematics,Fall 2025,Kaya Gomez,A
Celeste Foster,5,Grade 5 Mathematics,Spring 2026,Nadia Yazzie,B
Celeste Foster,5,Grade 5 Mathematics,Fall 2026,Kenji Mendoza,A
Celeste Foster,5,Grade 5 Science,Fall 2025,Beatriz Padilla,C
Celeste Foster,5,Grade 5 Science,Spring 2026,Aaliyah Chen,F
Celeste Foster,5,Grade 5 Science,Fall 2026,Gabriela Ramirez,B
Celeste Foster,5,Grade 5 Social Studies,Fall 2025,Hana Ortiz,C
Celeste Foster,5,Grade 5 Social Studies,Spring 2026,Javier Patel,B
Celeste Foster,5,Grade 5 Social Studies,Fall 2026,Rosa Cruz,B
Celeste Foster,5,Grade 5 Art,Fall 2025,Hector Vasquez,A
Celeste Foster,5,Grade 5 Art,Spring 2026,Rosa Cruz,A
Celeste Foster,5,Grade 5 Art,Fall 2026,Jasmine Silva,A
Talia Garcia,4,Grade 4 Reading,Fall 2025,Jasmine Martinez,B
Talia Garcia,4,Grade 4 Reading,Spring 2026,Renata Chen,A
Talia Garcia,4,Grade 4 Reading,Fall 2026,Gabriela Ramirez,B
Talia Garcia,4,Grade 4 Mathematics,Fall 2025,Adrian Ibarra,C
Talia Garcia,4,Grade 4 Mathematics,Spring 2026,Jasmine Martinez,A
Talia Garcia,4,Grade 4 Mathematics,Fall 2026,Felix Nguyen,B
Talia Garcia,4,Grade 4 Science,Fall 2025,Hana Valdez,A
Talia Garcia,4,Grade 4 Science,Spring 2026,Marisol Padilla,C
Talia Garcia,4,Grade 4 Science,Fall 2026,Kenji Mendoza,B
Talia Garcia,4,Grade 4 Social Studies,Fall 2025,Paloma Jimenez,C
Talia Garcia,4,Grade 4 Social Studies,Spring 2026,Beatriz Padilla,B
Talia Garcia,4,Grade 4 Social Studies,Fall 2026,Keisha Bell,C
Talia Garcia,4,Grade 4 Art,Fall 2025,Ana Tsosie,B
Talia Garcia,4,Grade 4 Art,Spring 2026,Uriel Chavez,A
Talia Garcia,4,Grade 4 Art,Fall 2026,Kaya Gomez,A
Nadia Patel,3,Grade 3 Reading,Fall 2025,Sebastian Gomez,B
Nadia Patel,3,Grade 3 Reading,Spring 2026,Tomas Bennett,B
Nadia Patel,3,Grade 3 Reading,Fall 2026,Aaliyah Chen,B
Nadia Patel,3,Grade 3 Mathematics,Fall 2025,Gabriela Ramirez,C
Nadia Patel,3,Grade 3 Mathematics,Spring 2026,Adrian Ibarra,A
Nadia Patel,3,Grade 3 Mathematics,Fall 2026,Aaliyah Chen,A
